eTrappedCharge(C1(n68255_0s_des)) X,eTrappedCharge(C1(n68255_0s_des)) Y,eTrappedCharge(C1(n68255_1e-1s_des)) X,eTrappedCharge(C1(n68255_1e-1s_des)) Y,eTrappedCharge(C1(n68255_1e-2s_des)) X,eTrappedCharge(C1(n68255_1e-2s_des)) Y,eTrappedCharge(C1(n68255_1e-3s_des)) X,eTrappedCharge(C1(n68255_1e-3s_des)) Y,eTrappedCharge(C1(n68255_1e-4s_des)) X,eTrappedCharge(C1(n68255_1e-4s_des)) Y,eTrappedCharge(C1(n68255_1e-5s_des)) X,eTrappedCharge(C1(n68255_1e-5s_des)) Y,eTrappedCharge(C1(n68255_1e-6s_des)) X,eTrappedCharge(C1(n68255_1e-6s_des)) Y,eTrappedCharge(C1(n68255_1e-7s_des)) X,eTrappedCharge(C1(n68255_1e-7s_des)) Y,eTrappedCharge(C1(n68255_1e-8s_des)) X,eTrappedCharge(C1(n68255_1e-8s_des)) Y,eTrappedCharge(C1(n68255_1s_des)) X,eTrappedCharge(C1(n68255_1s_des)) Y,eTrappedCharge(C1(n68255_2e-1s_des)) X,eTrappedCharge(C1(n68255_2e-1s_des)) Y,eTrappedCharge(C1(n68255_2s_des)) X,eTrappedCharge(C1(n68255_2s_des)) Y,eTrappedCharge(C1(n68255_4s_des)) X,eTrappedCharge(C1(n68255_4s_des)) Y,eTrappedCharge(C1(n68255_5e-1s_des)) X,eTrappedCharge(C1(n68255_5e-1s_des)) Y,eTrappedCharge(C1(n68255_8s_des)) X,eTrappedCharge(C1(n68255_8s_des)) Y,eTrappedCharge(C1(n68255_16s_des)) X,eTrappedCharge(C1(n68255_16s_des)) Y,eTrappedCharge(C1(n68255_32s_des)) X,eTrappedCharge(C1(n68255_32s_des)) Y,eTrappedCharge(C1(n68255_64s_des)) X,eTrappedCharge(C1(n68255_64s_des)) Y,eTrappedCharge(C1(n68255_128s_des)) X,eTrappedCharge(C1(n68255_128s_des)) Y,eTrappedCharge(C1(n68255_256s_des)) X,eTrappedCharge(C1(n68255_256s_des)) Y,eTrappedCharge(C1(n68255_512s_des)) X,eTrappedCharge(C1(n68255_512s_des)) Y,eTrappedCharge(C1(n68255_1024s_des)) X,eTrappedCharge(C1(n68255_1024s_des)) Y,eTrappedCharge(C1(n68255_2048s_des)) X,eTrappedCharge(C1(n68255_2048s_des)) Y,eTrappedCharge(C1(n68255_4096s_des)) X,eTrappedCharge(C1(n68255_4096s_des)) Y,eTrappedCharge(C1(n68255_8192s_des)) X,eTrappedCharge(C1(n68255_8192s_des)) Y,eTrappedCharge(C1(n68255_16384s_des)) X,eTrappedCharge(C1(n68255_16384s_des)) Y,eTrappedCharge(C1(n68255_32768s_des)) X,eTrappedCharge(C1(n68255_32768s_des)) Y,eTrappedCharge(C1(n68255_65536s_des)) X,eTrappedCharge(C1(n68255_65536s_des)) Y,eTrappedCharge(C1(n68255_131072s_des)) X,eTrappedCharge(C1(n68255_131072s_des)) Y,eTrappedCharge(C1(n68255_262144s_des)) X,eTrappedCharge(C1(n68255_262144s_des)) Y,eTrappedCharge(C1(n68255_524288s_des)) X,eTrappedCharge(C1(n68255_524288s_des)) Y,eTrappedCharge(C1(n68255_1048576s_des)) X,eTrappedCharge(C1(n68255_1048576s_des)) Y,eTrappedCharge(C1(n68255_2097152s_des)) X,eTrappedCharge(C1(n68255_2097152s_des)) Y,eTrappedCharge(C1(n68255_4194304s_des)) X,eTrappedCharge(C1(n68255_4194304s_des)) Y,eTrappedCharge(C1(n68255_8388608s_des)) X,eTrappedCharge(C1(n68255_8388608s_des)) Y,eTrappedCharge(C1(n68255_16777216s_des)) X,eTrappedCharge(C1(n68255_16777216s_des)) Y,eTrappedCharge(C1(n68255_33554432s_des)) X,eTrappedCharge(C1(n68255_33554432s_des)) Y,eTrappedCharge(C1(n68255_67108864s_des)) X,eTrappedCharge(C1(n68255_67108864s_des)) Y,eTrappedCharge(C1(n68255_134217728s_des)) X,eTrappedCharge(C1(n68255_134217728s_des)) Y,eTrappedCharge(C1(n68255_268435456s_des)) X,eTrappedCharge(C1(n68255_268435456s_des)) Y,eTrappedCharge(C1(n68255_536870912s_des)) X,eTrappedCharge(C1(n68255_536870912s_des)) Y,eTrappedCharge(C1(n68255_1073741824s_des)) X,eTrappedCharge(C1(n68255_1073741824s_des)) Y
0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0,0.0279375,0
0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0,0.027968749,0
0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0,0.027984375,0
0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0
0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0,0.028000001,0
0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0,0.028019531,0
0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0,0.028039062,0
0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0,0.028078126,0
0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0,0.028156251,0
0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0,0.028312501,0
0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0,0.028625,0
0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0,0.02925,0
0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0,0.0305,0
0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0,0.031750001,0
0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0,0.032375,0
0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0,0.0326875,0
0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0,0.03284375,0
0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0,0.032921877,0
